TCSPC_Decay_2; IRF IRF	 	TCSPC_Decay_2; Decay	 	Fitted Curve	 	Residuals	 
Time[ns]	Intensity[Cnts]	Time[ns]	Intensity[Cnts]	Time[ns]	Intensity[Cnts]	Time[ns]	Resids.[StdDev.]
 	 	0.791999996835326	7	0.791999996835326	---	0.791999996835326	---
 	 	0.79999999680336	3	0.79999999680336	---	0.79999999680336	---
 	 	0.807999996771394	4	0.807999996771394	---	0.807999996771394	---
 	 	0.815999996739427	8	0.815999996739427	---	0.815999996739427	---
 	 	0.823999996707461	5	0.823999996707461	---	0.823999996707461	---
 	 	0.831999996675494	6	0.831999996675494	---	0.831999996675494	---
 	 	0.839999996643528	3	0.839999996643528	---	0.839999996643528	---
 	 	0.847999996611562	6	0.847999996611562	---	0.847999996611562	---
 	 	0.855999996579595	7	0.855999996579595	---	0.855999996579595	---
 	 	0.863999996547629	4	0.863999996547629	---	0.863999996547629	---
 	 	0.871999996515662	5	0.871999996515662	---	0.871999996515662	---
 	 	0.879999996483696	5	0.879999996483696	---	0.879999996483696	---
 	 	0.88799999645173	4	0.88799999645173	---	0.88799999645173	---
 	 	0.895999996419763	8	0.895999996419763	---	0.895999996419763	---
 	 	0.903999996387797	4	0.903999996387797	---	0.903999996387797	---
 	 	0.91199999635583	5	0.91199999635583	---	0.91199999635583	---
 	 	0.919999996323864	9	0.919999996323864	---	0.919999996323864	---
 	 	0.927999996291898	7	0.927999996291898	---	0.927999996291898	---
 	 	0.935999996259931	4	0.935999996259931	---	0.935999996259931	---
 	 	0.943999996227965	6	0.943999996227965	---	0.943999996227965	---
 	 	0.951999996195998	4	0.951999996195998	---	0.951999996195998	---
 	 	0.959999996164032	5	0.959999996164032	---	0.959999996164032	---
 	 	0.967999996132066	5	0.967999996132066	---	0.967999996132066	---
 	 	0.975999996100099	5	0.975999996100099	---	0.975999996100099	---
 	 	0.983999996068133	8	0.983999996068133	---	0.983999996068133	---
 	 	0.991999996036166	4	0.991999996036166	---	0.991999996036166	---
 	 	0.9999999960042	5	0.9999999960042	---	0.9999999960042	---
 	 	1.00799999597223	2	1.00799999597223	---	1.00799999597223	---
 	 	1.01599999594027	5	1.01599999594027	---	1.01599999594027	---
 	 	1.0239999959083	6	1.0239999959083	---	1.0239999959083	---
 	 	1.03199999587633	4	1.03199999587633	---	1.03199999587633	---
 	 	1.03999999584437	6	1.03999999584437	---	1.03999999584437	---
 	 	1.0479999958124	6	1.0479999958124	---	1.0479999958124	---
 	 	1.05599999578044	3	1.05599999578044	---	1.05599999578044	---
 	 	1.06399999574847	5	1.06399999574847	---	1.06399999574847	---
 	 	1.0719999957165	5	1.0719999957165	---	1.0719999957165	---
 	 	1.07999999568454	7	1.07999999568454	---	1.07999999568454	---
 	 	1.08799999565257	7	1.08799999565257	---	1.08799999565257	---
 	 	1.0959999956206	3	1.0959999956206	---	1.0959999956206	---
 	 	1.10399999558864	4	1.10399999558864	---	1.10399999558864	---
 	 	1.11199999555667	5	1.11199999555667	---	1.11199999555667	---
 	 	1.1199999955247	10	1.1199999955247	---	1.1199999955247	---
 	 	1.12799999549274	6	1.12799999549274	---	1.12799999549274	---
 	 	1.13599999546077	4	1.13599999546077	---	1.13599999546077	---
 	 	1.1439999954288	5	1.1439999954288	---	1.1439999954288	---
 	 	1.15199999539684	6	1.15199999539684	---	1.15199999539684	---
 	 	1.15999999536487	9	1.15999999536487	---	1.15999999536487	---
 	 	1.16799999533291	1	1.16799999533291	---	1.16799999533291	---
 	 	1.17599999530094	7	1.17599999530094	---	1.17599999530094	---
 	 	1.18399999526897	9	1.18399999526897	---	1.18399999526897	---
 	 	1.19199999523701	4	1.19199999523701	---	1.19199999523701	---
 	 	1.19999999520504	3	1.19999999520504	---	1.19999999520504	---
 	 	1.20799999517307	5	1.20799999517307	---	1.20799999517307	---
 	 	1.21599999514111	6	1.21599999514111	---	1.21599999514111	---
 	 	1.22399999510914	4	1.22399999510914	---	1.22399999510914	---
 	 	1.23199999507717	8	1.23199999507717	---	1.23199999507717	---
 	 	1.23999999504521	7	1.23999999504521	---	1.23999999504521	---
 	 	1.24799999501324	4	1.24799999501324	---	1.24799999501324	---
 	 	1.25599999498128	2	1.25599999498128	---	1.25599999498128	---
 	 	1.26399999494931	6	1.26399999494931	---	1.26399999494931	---
 	 	1.27199999491734	7	1.27199999491734	---	1.27199999491734	---
 	 	1.27999999488538	8	1.27999999488538	---	1.27999999488538	---
 	 	1.28799999485341	4	1.28799999485341	---	1.28799999485341	---
 	 	1.29599999482144	4	1.29599999482144	---	1.29599999482144	---
 	 	1.30399999478948	2	1.30399999478948	---	1.30399999478948	---
 	 	1.31199999475751	4	1.31199999475751	---	1.31199999475751	---
 	 	1.31999999472554	3	1.31999999472554	---	1.31999999472554	---
 	 	1.32799999469358	8	1.32799999469358	---	1.32799999469358	---
 	 	1.33599999466161	4	1.33599999466161	---	1.33599999466161	---
 	 	1.34399999462964	5	1.34399999462964	---	1.34399999462964	---
 	 	1.35199999459768	3	1.35199999459768	---	1.35199999459768	---
 	 	1.35999999456571	6	1.35999999456571	---	1.35999999456571	---
 	 	1.36799999453375	4	1.36799999453375	---	1.36799999453375	---
 	 	1.37599999450178	5	1.37599999450178	---	1.37599999450178	---
 	 	1.38399999446981	6	1.38399999446981	---	1.38399999446981	---
 	 	1.39199999443785	1	1.39199999443785	---	1.39199999443785	---
 	 	1.39999999440588	6	1.39999999440588	---	1.39999999440588	---
 	 	1.40799999437391	7	1.40799999437391	---	1.40799999437391	---
 	 	1.41599999434195	10	1.41599999434195	---	1.41599999434195	---
 	 	1.42399999430998	7	1.42399999430998	---	1.42399999430998	---
 	 	1.43199999427801	7	1.43199999427801	---	1.43199999427801	---
 	 	1.43999999424605	3	1.43999999424605	---	1.43999999424605	---
 	 	1.44799999421408	5	1.44799999421408	---	1.44799999421408	---
 	 	1.45599999418212	2	1.45599999418212	---	1.45599999418212	---
 	 	1.46399999415015	4	1.46399999415015	---	1.46399999415015	---
 	 	1.47199999411818	3	1.47199999411818	---	1.47199999411818	---
 	 	1.47999999408622	5	1.47999999408622	---	1.47999999408622	---
 	 	1.48799999405425	12	1.48799999405425	---	1.48799999405425	---
 	 	1.49599999402228	7	1.49599999402228	---	1.49599999402228	---
 	 	1.50399999399032	1	1.50399999399032	---	1.50399999399032	---
 	 	1.51199999395835	5	1.51199999395835	---	1.51199999395835	---
 	 	1.51999999392638	4	1.51999999392638	---	1.51999999392638	---
 	 	1.52799999389442	6	1.52799999389442	---	1.52799999389442	---
 	 	1.53599999386245	9	1.53599999386245	---	1.53599999386245	---
 	 	1.54399999383048	4	1.54399999383048	---	1.54399999383048	---
 	 	1.55199999379852	4	1.55199999379852	---	1.55199999379852	---
 	 	1.55999999376655	1	1.55999999376655	---	1.55999999376655	---
 	 	1.56799999373459	6	1.56799999373459	---	1.56799999373459	---
 	 	1.57599999370262	4	1.57599999370262	---	1.57599999370262	---
 	 	1.58399999367065	3	1.58399999367065	---	1.58399999367065	---
 	 	1.59199999363869	7	1.59199999363869	---	1.59199999363869	---
 	 	1.59999999360672	8	1.59999999360672	---	1.59999999360672	---
 	 	1.60799999357475	3	1.60799999357475	---	1.60799999357475	---
 	 	1.61599999354279	3	1.61599999354279	---	1.61599999354279	---
 	 	1.62399999351082	2	1.62399999351082	---	1.62399999351082	---
 	 	1.63199999347885	2	1.63199999347885	---	1.63199999347885	---
 	 	1.63999999344689	5	1.63999999344689	---	1.63999999344689	---
 	 	1.64799999341492	5	1.64799999341492	---	1.64799999341492	---
 	 	1.65599999338296	5	1.65599999338296	---	1.65599999338296	---
 	 	1.66399999335099	7	1.66399999335099	---	1.66399999335099	---
 	 	1.67199999331902	6	1.67199999331902	---	1.67199999331902	---
 	 	1.67999999328706	4	1.67999999328706	---	1.67999999328706	---
 	 	1.68799999325509	7	1.68799999325509	---	1.68799999325509	---
 	 	1.69599999322312	5	1.69599999322312	---	1.69599999322312	---
 	 	1.70399999319116	1	1.70399999319116	---	1.70399999319116	---
 	 	1.71199999315919	5	1.71199999315919	---	1.71199999315919	---
 	 	1.71999999312722	8	1.71999999312722	---	1.71999999312722	---
 	 	1.72799999309526	4	1.72799999309526	---	1.72799999309526	---
 	 	1.73599999306329	5	1.73599999306329	---	1.73599999306329	---
 	 	1.74399999303132	4	1.74399999303132	---	1.74399999303132	---
 	 	1.75199999299936	6	1.75199999299936	---	1.75199999299936	---
 	 	1.75999999296739	6	1.75999999296739	---	1.75999999296739	---
 	 	1.76799999293543	4	1.76799999293543	---	1.76799999293543	---
 	 	1.77599999290346	8	1.77599999290346	---	1.77599999290346	---
 	 	1.78399999287149	4	1.78399999287149	---	1.78399999287149	---
 	 	1.79199999283953	11	1.79199999283953	---	1.79199999283953	---
 	 	1.79999999280756	5	1.79999999280756	---	1.79999999280756	---
 	 	1.80799999277559	1	1.80799999277559	---	1.80799999277559	---
 	 	1.81599999274363	10	1.81599999274363	---	1.81599999274363	---
 	 	1.82399999271166	4	1.82399999271166	---	1.82399999271166	---
 	 	1.83199999267969	7	1.83199999267969	---	1.83199999267969	---
 	 	1.83999999264773	4	1.83999999264773	---	1.83999999264773	---
 	 	1.84799999261576	4	1.84799999261576	---	1.84799999261576	---
 	 	1.8559999925838	4	1.8559999925838	---	1.8559999925838	---
 	 	1.86399999255183	5	1.86399999255183	---	1.86399999255183	---
 	 	1.87199999251986	4	1.87199999251986	---	1.87199999251986	---
 	 	1.8799999924879	6	1.8799999924879	---	1.8799999924879	---
 	 	1.88799999245593	6	1.88799999245593	---	1.88799999245593	---
 	 	1.89599999242396	3	1.89599999242396	---	1.89599999242396	---
 	 	1.903999992392	3	1.903999992392	---	1.903999992392	---
 	 	1.91199999236003	7	1.91199999236003	---	1.91199999236003	---
 	 	1.91999999232806	5	1.91999999232806	---	1.91999999232806	---
 	 	1.9279999922961	6	1.9279999922961	---	1.9279999922961	---
 	 	1.93599999226413	7	1.93599999226413	---	1.93599999226413	---
 	 	1.94399999223216	8	1.94399999223216	---	1.94399999223216	---
 	 	1.9519999922002	10	1.9519999922002	---	1.9519999922002	---
 	 	1.95999999216823	7	1.95999999216823	---	1.95999999216823	---
 	 	1.96799999213627	14	1.96799999213627	---	1.96799999213627	---
 	 	1.9759999921043	10	1.9759999921043	---	1.9759999921043	---
 	 	1.98399999207233	7	1.98399999207233	---	1.98399999207233	---
 	 	1.99199999204037	13	1.99199999204037	---	1.99199999204037	---
 	 	1.9999999920084	8	1.9999999920084	---	1.9999999920084	---
 	 	2.00799999197643	17	2.00799999197643	---	2.00799999197643	---
 	 	2.01599999194447	8	2.01599999194447	---	2.01599999194447	---
 	 	2.0239999919125	23	2.0239999919125	---	2.0239999919125	---
 	 	2.03199999188053	10	2.03199999188053	---	2.03199999188053	---
 	 	2.03999999184857	16	2.03999999184857	---	2.03999999184857	---
 	 	2.0479999918166	27	2.0479999918166	---	2.0479999918166	---
 	 	2.05599999178464	29	2.05599999178464	---	2.05599999178464	---
 	 	2.06399999175267	35	2.06399999175267	---	2.06399999175267	---
 	 	2.0719999917207	52	2.0719999917207	---	2.0719999917207	---
 	 	2.07999999168874	56	2.07999999168874	---	2.07999999168874	---
 	 	2.08799999165677	68	2.08799999165677	---	2.08799999165677	---
 	 	2.0959999916248	78	2.0959999916248	---	2.0959999916248	---
 	 	2.10399999159284	86	2.10399999159284	---	2.10399999159284	---
 	 	2.11199999156087	108	2.11199999156087	---	2.11199999156087	---
 	 	2.1199999915289	134	2.1199999915289	---	2.1199999915289	---
 	 	2.12799999149694	178	2.12799999149694	---	2.12799999149694	---
 	 	2.13599999146497	166	2.13599999146497	---	2.13599999146497	---
 	 	2.14399999143301	205	2.14399999143301	---	2.14399999143301	---
 	 	2.15199999140104	255	2.15199999140104	---	2.15199999140104	---
 	 	2.15999999136907	319	2.15999999136907	---	2.15999999136907	---
 	 	2.16799999133711	332	2.16799999133711	---	2.16799999133711	---
 	 	2.17599999130514	402	2.17599999130514	---	2.17599999130514	---
 	 	2.18399999127317	475	2.18399999127317	---	2.18399999127317	---
 	 	2.19199999124121	520	2.19199999124121	---	2.19199999124121	---
 	 	2.19999999120924	615	2.19999999120924	---	2.19999999120924	---
 	 	2.20799999117727	699	2.20799999117727	---	2.20799999117727	---
 	 	2.21599999114531	719	2.21599999114531	---	2.21599999114531	---
 	 	2.22399999111334	824	2.22399999111334	---	2.22399999111334	---
 	 	2.23199999108137	874	2.23199999108137	---	2.23199999108137	---
 	 	2.23999999104941	1057	2.23999999104941	---	2.23999999104941	---
 	 	2.24799999101744	1084	2.24799999101744	---	2.24799999101744	---
 	 	2.25599999098548	1158	2.25599999098548	---	2.25599999098548	---
 	 	2.26399999095351	1380	2.26399999095351	---	2.26399999095351	---
 	 	2.27199999092154	1396	2.27199999092154	---	2.27199999092154	---
 	 	2.27999999088958	1543	2.27999999088958	---	2.27999999088958	---
 	 	2.28799999085761	1548	2.28799999085761	---	2.28799999085761	---
 	 	2.29599999082564	1749	2.29599999082564	---	2.29599999082564	---
 	 	2.30399999079368	1817	2.30399999079368	---	2.30399999079368	---
 	 	2.31199999076171	1929	2.31199999076171	---	2.31199999076171	---
 	 	2.31999999072974	2027	2.31999999072974	---	2.31999999072974	---
 	 	2.32799999069778	2124	2.32799999069778	---	2.32799999069778	---
 	 	2.33599999066581	2145	2.33599999066581	---	2.33599999066581	---
 	 	2.34399999063384	2180	2.34399999063384	---	2.34399999063384	---
 	 	2.35199999060188	2483	2.35199999060188	---	2.35199999060188	---
 	 	2.35999999056991	2459	2.35999999056991	---	2.35999999056991	---
 	 	2.36799999053795	2631	2.36799999053795	---	2.36799999053795	---
 	 	2.37599999050598	2601	2.37599999050598	---	2.37599999050598	---
 	 	2.38399999047401	2712	2.38399999047401	---	2.38399999047401	---
 	 	2.39199999044205	2843	2.39199999044205	---	2.39199999044205	---
 	 	2.39999999041008	2799	2.39999999041008	---	2.39999999041008	---
 	 	2.40799999037811	2908	2.40799999037811	---	2.40799999037811	---
 	 	2.41599999034615	2855	2.41599999034615	---	2.41599999034615	---
 	 	2.42399999031418	2994	2.42399999031418	---	2.42399999031418	---
 	 	2.43199999028221	3093	2.43199999028221	---	2.43199999028221	---
 	 	2.43999999025025	3166	2.43999999025025	---	2.43999999025025	---
 	 	2.44799999021828	3132	2.44799999021828	---	2.44799999021828	---
 	 	2.45599999018632	3207	2.45599999018632	---	2.45599999018632	---
 	 	2.46399999015435	3124	2.46399999015435	---	2.46399999015435	---
 	 	2.47199999012238	3230	2.47199999012238	---	2.47199999012238	---
 	 	2.47999999009042	3219	2.47999999009042	---	2.47999999009042	---
 	 	2.48799999005845	3336	2.48799999005845	---	2.48799999005845	---
 	 	2.49599999002648	3446	2.49599999002648	---	2.49599999002648	---
 	 	2.50399998999452	3354	2.50399998999452	---	2.50399998999452	---
 	 	2.51199998996255	3454	2.51199998996255	---	2.51199998996255	---
 	 	2.51999998993058	3479	2.51999998993058	---	2.51999998993058	---
 	 	2.52799998989862	3481	2.52799998989862	---	2.52799998989862	---
 	 	2.53599998986665	3501	2.53599998986665	---	2.53599998986665	---
 	 	2.54399998983468	3619	2.54399998983468	---	2.54399998983468	---
 	 	2.55199998980272	3637	2.55199998980272	---	2.55199998980272	---
 	 	2.55999998977075	3651	2.55999998977075	---	2.55999998977075	---
 	 	2.56799998973879	3403	2.56799998973879	---	2.56799998973879	---
 	 	2.57599998970682	3644	2.57599998970682	---	2.57599998970682	---
 	 	2.58399998967485	3698	2.58399998967485	---	2.58399998967485	---
 	 	2.59199998964289	3653	2.59199998964289	---	2.59199998964289	---
 	 	2.59999998961092	3698	2.59999998961092	---	2.59999998961092	---
 	 	2.60799998957895	3768	2.60799998957895	---	2.60799998957895	---
 	 	2.61599998954699	3773	2.61599998954699	---	2.61599998954699	---
 	 	2.62399998951502	3732	2.62399998951502	---	2.62399998951502	---
 	 	2.63199998948305	3692	2.63199998948305	---	2.63199998948305	---
 	 	2.63999998945109	3691	2.63999998945109	---	2.63999998945109	---
 	 	2.64799998941912	3660	2.64799998941912	---	2.64799998941912	---
 	 	2.65599998938716	3797	2.65599998938716	---	2.65599998938716	---
 	 	2.66399998935519	3805	2.66399998935519	---	2.66399998935519	---
 	 	2.67199998932322	3800	2.67199998932322	---	2.67199998932322	---
 	 	2.67999998929126	3766	2.67999998929126	---	2.67999998929126	---
 	 	2.68799998925929	3806	2.68799998925929	---	2.68799998925929	---
 	 	2.69599998922732	3810	2.69599998922732	---	2.69599998922732	---
 	 	2.70399998919536	3952	2.70399998919536	---	2.70399998919536	---
 	 	2.71199998916339	3826	2.71199998916339	---	2.71199998916339	---
 	 	2.71999998913142	3827	2.71999998913142	---	2.71999998913142	---
 	 	2.72799998909946	3693	2.72799998909946	---	2.72799998909946	---
 	 	2.73599998906749	3817	2.73599998906749	---	2.73599998906749	---
 	 	2.74399998903553	3626	2.74399998903553	---	2.74399998903553	---
 	 	2.75199998900356	3907	2.75199998900356	---	2.75199998900356	---
 	 	2.75999998897159	3807	2.75999998897159	---	2.75999998897159	---
 	 	2.76799998893963	3833	2.76799998893963	---	2.76799998893963	---
 	 	2.77599998890766	3873	2.77599998890766	---	2.77599998890766	---
 	 	2.78399998887569	3764	2.78399998887569	3884.07592773438	2.78399998887569	-1.95718169212341
 	 	2.79199998884373	3836	2.79199998884373	3872.73706054687	2.79199998884373	-0.593150794506073
 	 	2.79999998881176	3942	2.79999998881176	3861.44262695313	2.79999998881176	1.28306007385254
 	 	2.80799998877979	3886	2.80799998877979	3850.17553710937	2.80799998877979	0.574682891368866
 	 	2.81599998874783	3938	2.81599998874783	3838.9423828125	2.81599998874783	1.5785197019577
 	 	2.82399998871586	3832	2.82399998871586	3827.74194335937	2.82399998871586	0.0687857791781426
 	 	2.83199998868389	3826	2.83199998868389	3816.56616210937	2.83199998868389	0.152516186237335
 	 	2.83999998865193	3754	2.83999998865193	3805.4306640625	2.83999998865193	-0.839411675930023
 	 	2.84799998861996	3774	2.84799998861996	3794.32836914063	2.84799998861996	-0.330903679132462
 	 	2.855999988588	3843	2.855999988588	3783.25927734375	2.855999988588	0.963685393333435
 	 	2.86399998855603	3669	2.86399998855603	3772.20947265625	2.86399998855603	-1.70390629768372
 	 	2.87199998852406	3803	2.87199998852406	3761.20483398438	2.87199998852406	0.67773962020874
 	 	2.8799999884921	3775	2.8799999884921	3750.21704101562	2.8799999884921	0.403361707925796
 	 	2.88799998846013	3842	2.88799998846013	3739.27709960937	2.88799998846013	1.65725219249725
 	 	2.89599998842816	3723	2.89599998842816	3728.37060546875	2.89599998842816	-0.0880190581083298
 	 	2.9039999883962	3635	2.9039999883962	3717.47631835937	2.9039999883962	-1.36797153949738
 	 	2.91199998836423	3643	2.91199998836423	3706.63427734375	2.91199998836423	-1.05429351329803
 	 	2.91999998833226	3644	2.91999998833226	3695.8017578125	2.91999998833226	-0.858134388923645
 	 	2.9279999883003	3719	2.9279999883003	3684.99926757812	2.9279999883003	0.55753892660141
 	 	2.93599998826833	3843	2.93599998826833	3674.25366210937	2.93599998826833	2.72206926345825
 	 	2.94399998823636	3710	2.94399998823636	3663.51318359375	2.94399998823636	0.763207912445068
 	 	2.9519999882044	3622	2.9519999882044	3652.80249023438	2.9519999882044	-0.511813342571259
 	 	2.95999998817243	3706	2.95999998817243	3642.15258789063	2.95999998817243	1.0487949848175
 	 	2.96799998814047	3599	2.96799998814047	3631.50366210937	2.96799998814047	-0.541802942752838
 	 	2.9759999881085	3679	2.9759999881085	3621.01831054687	2.9759999881085	0.955929756164551
 	 	2.98399998807653	3681	2.98399998807653	3610.43530273438	2.98399998807653	1.16306662559509
 	 	2.99199998804457	3684	2.99199998804457	3599.88208007812	2.99199998804457	1.38588988780975
 	 	2.9999999880126	3735	2.9999999880126	3589.359375	2.9999999880126	2.38307237625122
 	 	3.00799998798063	3716	3.00799998798063	3578.8662109375	3.00799998798063	2.24960684776306
 	 	3.01599998794867	3612	3.01599998794867	3568.40380859375	3.01599998794867	0.725395202636719
 	 	3.0239999879167	3603	3.0239999879167	3557.97094726562	3.0239999879167	0.750171720981598
 	 	3.03199998788473	3671	3.03199998788473	3547.56787109375	3.03199998788473	2.03721117973328
