TCSPC_Decay_2; Decay	 	Fitted Curve	 	Residuals	 
Time[ns]	Intensity[Cnts]	Time[ns]	Intensity[Cnts]	Time[ns]	Resids.[StdDev.]
0.671999997314822	0.0168161434977578	0.671999997314822	---	0.671999997314822	---
0.679999997282856	0.0190582959641256	0.679999997282856	---	0.679999997282856	---
0.68799999725089	0.0134529147982063	0.68799999725089	---	0.68799999725089	---
0.695999997218923	0.015695067264574	0.695999997218923	---	0.695999997218923	---
0.703999997186957	0.0168161434977578	0.703999997186957	---	0.703999997186957	---
0.71199999715499	0.0145739910313901	0.71199999715499	---	0.71199999715499	---
0.719999997123024	0.00672645739910314	0.719999997123024	---	0.719999997123024	---
0.727999997091058	0.0145739910313901	0.727999997091058	---	0.727999997091058	---
0.735999997059091	0.0168161434977578	0.735999997059091	---	0.735999997059091	---
0.743999997027125	0.007847533632287	0.743999997027125	---	0.743999997027125	---
0.751999996995158	0.0112107623318386	0.751999996995158	---	0.751999996995158	---
0.759999996963192	0.0168161434977578	0.759999996963192	---	0.759999996963192	---
0.767999996931226	0.00896860986547085	0.767999996931226	---	0.767999996931226	---
0.775999996899259	0.0100896860986547	0.775999996899259	---	0.775999996899259	---
0.783999996867293	0.0134529147982063	0.783999996867293	---	0.783999996867293	---
0.791999996835326	0.007847533632287	0.791999996835326	---	0.791999996835326	---
0.79999999680336	0.015695067264574	0.79999999680336	---	0.79999999680336	---
0.807999996771394	0.0100896860986547	0.807999996771394	---	0.807999996771394	---
0.815999996739427	0.0134529147982063	0.815999996739427	---	0.815999996739427	---
0.823999996707461	0.0190582959641256	0.823999996707461	---	0.823999996707461	---
0.831999996675494	0.0123318385650224	0.831999996675494	---	0.831999996675494	---
0.839999996643528	0.0112107623318386	0.839999996643528	---	0.839999996643528	---
0.847999996611562	0.0134529147982063	0.847999996611562	---	0.847999996611562	---
0.855999996579595	0.0179372197309417	0.855999996579595	---	0.855999996579595	---
0.863999996547629	0.0213004484304933	0.863999996547629	---	0.863999996547629	---
0.871999996515662	0.00672645739910314	0.871999996515662	---	0.871999996515662	---
0.879999996483696	0.007847533632287	0.879999996483696	---	0.879999996483696	---
0.88799999645173	0.0112107623318386	0.88799999645173	---	0.88799999645173	---
0.895999996419763	0.015695067264574	0.895999996419763	---	0.895999996419763	---
0.903999996387797	0.0145739910313901	0.903999996387797	---	0.903999996387797	---
0.91199999635583	0.0123318385650224	0.91199999635583	---	0.91199999635583	---
0.919999996323864	0.0134529147982063	0.919999996323864	---	0.919999996323864	---
0.927999996291898	0.0179372197309417	0.927999996291898	---	0.927999996291898	---
0.935999996259931	0.0134529147982063	0.935999996259931	---	0.935999996259931	---
0.943999996227965	0.0168161434977578	0.943999996227965	---	0.943999996227965	---
0.951999996195998	0.0134529147982063	0.951999996195998	---	0.951999996195998	---
0.959999996164032	0.0145739910313901	0.959999996164032	---	0.959999996164032	---
0.967999996132066	0.0100896860986547	0.967999996132066	---	0.967999996132066	---
0.975999996100099	0.0179372197309417	0.975999996100099	---	0.975999996100099	---
0.983999996068133	0.0201793721973094	0.983999996068133	---	0.983999996068133	---
0.991999996036166	0.0145739910313901	0.991999996036166	---	0.991999996036166	---
0.9999999960042	0.0134529147982063	0.9999999960042	---	0.9999999960042	---
1.00799999597223	0.0100896860986547	1.00799999597223	---	1.00799999597223	---
1.01599999594027	0.0134529147982063	1.01599999594027	---	1.01599999594027	---
1.0239999959083	0.0190582959641256	1.0239999959083	---	1.0239999959083	---
1.03199999587633	0.015695067264574	1.03199999587633	---	1.03199999587633	---
1.03999999584437	0.0145739910313901	1.03999999584437	---	1.03999999584437	---
1.0479999958124	0.0134529147982063	1.0479999958124	---	1.0479999958124	---
1.05599999578044	0.015695067264574	1.05599999578044	---	1.05599999578044	---
1.06399999574847	0.015695067264574	1.06399999574847	---	1.06399999574847	---
1.0719999957165	0.0168161434977578	1.0719999957165	---	1.0719999957165	---
1.07999999568454	0.0179372197309417	1.07999999568454	---	1.07999999568454	---
1.08799999565257	0.0145739910313901	1.08799999565257	---	1.08799999565257	---
1.0959999956206	0.0179372197309417	1.0959999956206	---	1.0959999956206	---
1.10399999558864	0.0145739910313901	1.10399999558864	---	1.10399999558864	---
1.11199999555667	0.0134529147982063	1.11199999555667	---	1.11199999555667	---
1.1199999955247	0.0100896860986547	1.1199999955247	---	1.1199999955247	---
1.12799999549274	0.0145739910313901	1.12799999549274	---	1.12799999549274	---
1.13599999546077	0.0145739910313901	1.13599999546077	---	1.13599999546077	---
1.1439999954288	0.0112107623318386	1.1439999954288	---	1.1439999954288	---
1.15199999539684	0.0134529147982063	1.15199999539684	---	1.15199999539684	---
1.15999999536487	0.00672645739910314	1.15999999536487	---	1.15999999536487	---
1.16799999533291	0.0179372197309417	1.16799999533291	---	1.16799999533291	---
1.17599999530094	0.015695067264574	1.17599999530094	---	1.17599999530094	---
1.18399999526897	0.0190582959641256	1.18399999526897	---	1.18399999526897	---
1.19199999523701	0.0168161434977578	1.19199999523701	---	1.19199999523701	---
1.19999999520504	0.0145739910313901	1.19999999520504	---	1.19999999520504	---
1.20799999517307	0.015695067264574	1.20799999517307	---	1.20799999517307	---
1.21599999514111	0.0112107623318386	1.21599999514111	---	1.21599999514111	---
1.22399999510914	0.0134529147982063	1.22399999510914	---	1.22399999510914	---
1.23199999507717	0.015695067264574	1.23199999507717	---	1.23199999507717	---
1.23999999504521	0.0134529147982063	1.23999999504521	---	1.23999999504521	---
1.24799999501324	0.0112107623318386	1.24799999501324	---	1.24799999501324	---
1.25599999498128	0.0145739910313901	1.25599999498128	---	1.25599999498128	---
1.26399999494931	0.00896860986547085	1.26399999494931	---	1.26399999494931	---
1.27199999491734	0.0190582959641256	1.27199999491734	---	1.27199999491734	---
1.27999999488538	0.007847533632287	1.27999999488538	---	1.27999999488538	---
1.28799999485341	0.0201793721973094	1.28799999485341	---	1.28799999485341	---
1.29599999482144	0.0168161434977578	1.29599999482144	---	1.29599999482144	---
1.30399999478948	0.0112107623318386	1.30399999478948	---	1.30399999478948	---
1.31199999475751	0.0134529147982063	1.31199999475751	---	1.31199999475751	---
1.31999999472554	0.0100896860986547	1.31999999472554	---	1.31999999472554	---
1.32799999469358	0.0168161434977578	1.32799999469358	---	1.32799999469358	---
1.33599999466161	0.007847533632287	1.33599999466161	---	1.33599999466161	---
1.34399999462964	0.0123318385650224	1.34399999462964	---	1.34399999462964	---
1.35199999459768	0.0224215246636771	1.35199999459768	---	1.35199999459768	---
1.35999999456571	0.00896860986547085	1.35999999456571	---	1.35999999456571	---
1.36799999453375	0.007847533632287	1.36799999453375	---	1.36799999453375	---
1.37599999450178	0.0134529147982063	1.37599999450178	---	1.37599999450178	---
1.38399999446981	0.0145739910313901	1.38399999446981	---	1.38399999446981	---
1.39199999443785	0.00896860986547085	1.39199999443785	---	1.39199999443785	---
1.39999999440588	0.0145739910313901	1.39999999440588	---	1.39999999440588	---
1.40799999437391	0.0134529147982063	1.40799999437391	---	1.40799999437391	---
1.41599999434195	0.0168161434977578	1.41599999434195	---	1.41599999434195	---
1.42399999430998	0.0201793721973094	1.42399999430998	---	1.42399999430998	---
1.43199999427801	0.0201793721973094	1.43199999427801	---	1.43199999427801	---
1.43999999424605	0.0302690582959641	1.43999999424605	---	1.43999999424605	---
1.44799999421408	0.0123318385650224	1.44799999421408	---	1.44799999421408	---
1.45599999418212	0.015695067264574	1.45599999418212	---	1.45599999418212	---
1.46399999415015	0.0123318385650224	1.46399999415015	---	1.46399999415015	---
1.47199999411818	0.0134529147982063	1.47199999411818	---	1.47199999411818	---
1.47999999408622	0.007847533632287	1.47999999408622	---	1.47999999408622	---
1.48799999405425	0.00672645739910314	1.48799999405425	---	1.48799999405425	---
1.49599999402228	0.0112107623318386	1.49599999402228	---	1.49599999402228	---
1.50399999399032	0.015695067264574	1.50399999399032	---	1.50399999399032	---
1.51199999395835	0.00560538116591928	1.51199999395835	---	1.51199999395835	---
1.51999999392638	0.0168161434977578	1.51999999392638	---	1.51999999392638	---
1.52799999389442	0.00896860986547085	1.52799999389442	---	1.52799999389442	---
1.53599999386245	0.0123318385650224	1.53599999386245	---	1.53599999386245	---
1.54399999383048	0.0201793721973094	1.54399999383048	---	1.54399999383048	---
1.55199999379852	0.0134529147982063	1.55199999379852	---	1.55199999379852	---
1.55999999376655	0.0145739910313901	1.55999999376655	---	1.55999999376655	---
1.56799999373459	0.0179372197309417	1.56799999373459	---	1.56799999373459	---
1.57599999370262	0.0168161434977578	1.57599999370262	---	1.57599999370262	---
1.58399999367065	0.0134529147982063	1.58399999367065	---	1.58399999367065	---
1.59199999363869	0.0100896860986547	1.59199999363869	---	1.59199999363869	---
1.59999999360672	0.0134529147982063	1.59999999360672	---	1.59999999360672	---
1.60799999357475	0.0134529147982063	1.60799999357475	---	1.60799999357475	---
1.61599999354279	0.00896860986547085	1.61599999354279	---	1.61599999354279	---
1.62399999351082	0.0100896860986547	1.62399999351082	---	1.62399999351082	---
1.63199999347885	0.0100896860986547	1.63199999347885	---	1.63199999347885	---
1.63999999344689	0.0179372197309417	1.63999999344689	---	1.63999999344689	---
1.64799999341492	0.0145739910313901	1.64799999341492	---	1.64799999341492	---
1.65599999338296	0.0179372197309417	1.65599999338296	---	1.65599999338296	---
1.66399999335099	0.0123318385650224	1.66399999335099	---	1.66399999335099	---
1.67199999331902	0.0134529147982063	1.67199999331902	---	1.67199999331902	---
1.67999999328706	0.023542600896861	1.67999999328706	---	1.67999999328706	---
1.68799999325509	0.0145739910313901	1.68799999325509	---	1.68799999325509	---
1.69599999322312	0.00672645739910314	1.69599999322312	---	1.69599999322312	---
1.70399999319116	0.0123318385650224	1.70399999319116	---	1.70399999319116	---
1.71199999315919	0.015695067264574	1.71199999315919	---	1.71199999315919	---
1.71999999312722	0.0145739910313901	1.71999999312722	---	1.71999999312722	---
1.72799999309526	0.0190582959641256	1.72799999309526	---	1.72799999309526	---
1.73599999306329	0.0112107623318386	1.73599999306329	---	1.73599999306329	---
1.74399999303132	0.0134529147982063	1.74399999303132	---	1.74399999303132	---
1.75199999299936	0.0100896860986547	1.75199999299936	---	1.75199999299936	---
1.75999999296739	0.0179372197309417	1.75999999296739	---	1.75999999296739	---
1.76799999293543	0.0246636771300448	1.76799999293543	---	1.76799999293543	---
1.77599999290346	0.0224215246636771	1.77599999290346	---	1.77599999290346	---
1.78399999287149	0.0179372197309417	1.78399999287149	---	1.78399999287149	---
1.79199999283953	0.0168161434977578	1.79199999283953	---	1.79199999283953	---
1.79999999280756	0.0269058295964126	1.79999999280756	---	1.79999999280756	---
1.80799999277559	0.0448430493273543	1.80799999277559	---	1.80799999277559	---
1.81599999274363	0.0347533632286996	1.81599999274363	---	1.81599999274363	---
1.82399999271166	0.0515695067264574	1.82399999271166	---	1.82399999271166	---
1.83199999267969	0.0594170403587444	1.83199999267969	---	1.83199999267969	---
1.83999999264773	0.070627802690583	1.83999999264773	---	1.83999999264773	---
1.84799999261576	0.0896860986547085	1.84799999261576	---	1.84799999261576	---
1.8559999925838	0.0829596412556054	1.8559999925838	---	1.8559999925838	---
1.86399999255183	0.0930493273542601	1.86399999255183	---	1.86399999255183	---
1.87199999251986	0.114349775784753	1.87199999251986	---	1.87199999251986	---
1.8799999924879	0.126681614349776	1.8799999924879	---	1.8799999924879	---
1.88799999245593	0.172645739910314	1.88799999245593	---	1.88799999245593	---
1.89599999242396	0.15695067264574	1.89599999242396	---	1.89599999242396	---
1.903999992392	0.183856502242152	1.903999992392	---	1.903999992392	---
1.91199999236003	0.213004484304933	1.91199999236003	---	1.91199999236003	---
1.91999999232806	0.253363228699552	1.91999999232806	---	1.91999999232806	---
1.9279999922961	0.26457399103139	1.9279999922961	---	1.9279999922961	---
1.93599999226413	0.2847533632287	1.93599999226413	---	1.93599999226413	---
1.94399999223216	0.29372197309417	1.94399999223216	---	1.94399999223216	---
1.9519999922002	0.321748878923767	1.9519999922002	---	1.9519999922002	---
1.95999999216823	0.330717488789238	1.95999999216823	---	1.95999999216823	---
1.96799999213627	0.340807174887892	1.96799999213627	---	1.96799999213627	---
1.9759999921043	0.408071748878924	1.9759999921043	---	1.9759999921043	---
1.98399999207233	0.430493273542601	1.98399999207233	---	1.98399999207233	---
1.99199999204037	0.434977578475336	1.99199999204037	---	1.99199999204037	---
1.9999999920084	0.448430493273543	1.9999999920084	---	1.9999999920084	---
2.00799999197643	0.457399103139013	2.00799999197643	---	2.00799999197643	---
2.01599999194447	0.47085201793722	2.01599999194447	---	2.01599999194447	---
2.0239999919125	0.540358744394619	2.0239999919125	---	2.0239999919125	---
2.03199999188053	0.521300448430493	2.03199999188053	---	2.03199999188053	---
2.03999999184857	0.559417040358744	2.03999999184857	---	2.03999999184857	---
2.0479999918166	0.526905829596413	2.0479999918166	---	2.0479999918166	---
2.05599999178464	0.626681614349776	2.05599999178464	---	2.05599999178464	---
2.06399999175267	0.643497757847534	2.06399999175267	---	2.06399999175267	---
2.0719999917207	0.589686098654709	2.0719999917207	---	2.0719999917207	---
2.07999999168874	0.628923766816143	2.07999999168874	---	2.07999999168874	---
2.08799999165677	0.62219730941704	2.08799999165677	---	2.08799999165677	---
2.0959999916248	0.681614349775785	2.0959999916248	---	2.0959999916248	---
2.10399999159284	0.681614349775785	2.10399999159284	---	2.10399999159284	---
2.11199999156087	0.726457399103139	2.11199999156087	---	2.11199999156087	---
2.1199999915289	0.682735426008969	2.1199999915289	---	2.1199999915289	---
2.12799999149694	0.69170403587444	2.12799999149694	---	2.12799999149694	---
2.13599999146497	0.754484304932735	2.13599999146497	---	2.13599999146497	---
2.14399999143301	0.753363228699551	2.14399999143301	---	2.14399999143301	---
2.15199999140104	0.727578475336323	2.15199999140104	---	2.15199999140104	---
2.15999999136907	0.823991031390135	2.15999999136907	---	2.15999999136907	---
2.16799999133711	0.789237668161435	2.16799999133711	---	2.16799999133711	---
2.17599999130514	0.802690582959641	2.17599999130514	---	2.17599999130514	---
2.18399999127317	0.81390134529148	2.18399999127317	---	2.18399999127317	---
2.19199999124121	0.823991031390135	2.19199999124121	---	2.19199999124121	---
2.19999999120924	0.869955156950673	2.19999999120924	---	2.19999999120924	---
2.20799999117727	0.873318385650224	2.20799999117727	---	2.20799999117727	---
2.21599999114531	0.834080717488789	2.21599999114531	---	2.21599999114531	---
2.22399999111334	0.873318385650224	2.22399999111334	---	2.22399999111334	---
2.23199999108137	0.818385650224215	2.23199999108137	---	2.23199999108137	---
2.23999999104941	0.890134529147982	2.23999999104941	---	2.23999999104941	---
2.24799999101744	0.923766816143498	2.24799999101744	---	2.24799999101744	---
2.25599999098548	0.920403587443946	2.25599999098548	---	2.25599999098548	---
2.26399999095351	0.919282511210762	2.26399999095351	---	2.26399999095351	---
2.27199999092154	0.903587443946188	2.27199999092154	---	2.27199999092154	---
2.27999999088958	0.920403587443946	2.27999999088958	---	2.27999999088958	---
2.28799999085761	0.856502242152466	2.28799999085761	---	2.28799999085761	---
2.29599999082564	0.924887892376682	2.29599999082564	---	2.29599999082564	---
2.30399999079368	0.878923766816143	2.30399999079368	---	2.30399999079368	---
2.31199999076171	0.97085201793722	2.31199999076171	---	2.31199999076171	---
2.31999999072974	0.957399103139014	2.31999999072974	---	2.31999999072974	---
2.32799999069778	0.902466367713005	2.32799999069778	---	2.32799999069778	---
2.33599999066581	0.938340807174888	2.33599999066581	---	2.33599999066581	---
2.34399999063384	1	2.34399999063384	---	2.34399999063384	---
2.35199999060188	0.924887892376682	2.35199999060188	---	2.35199999060188	---
2.35999999056991	0.93609865470852	2.35999999056991	---	2.35999999056991	---
2.36799999053795	0.852017937219731	2.36799999053795	---	2.36799999053795	---
2.37599999050598	0.897982062780269	2.37599999050598	---	2.37599999050598	---
2.38399999047401	0.885650224215247	2.38399999047401	---	2.38399999047401	---
2.39199999044205	0.914798206278027	2.39199999044205	---	2.39199999044205	---
2.39999999041008	0.967488789237668	2.39999999041008	---	2.39999999041008	---
2.40799999037811	0.871076233183857	2.40799999037811	---	2.40799999037811	---
2.41599999034615	0.896860986547085	2.41599999034615	---	2.41599999034615	---
2.42399999031418	0.922645739910314	2.42399999031418	1	2.42399999031418	-2.21425175666809
2.43199999028221	0.929372197309417	2.43199999028221	0.991014530131018	2.43199999028221	-1.72117114067078
2.43999999025025	0.94170403587444	2.43999999025025	0.982119939416651	2.43999999025025	-1.05826127529144
2.44799999021828	0.934977578475336	2.44799999021828	0.973315332834921	2.44799999021828	-0.999542474746704
2.45599999018632	0.933856502242152	2.45599999018632	0.96459761223283	2.45599999018632	-0.767015099525452
2.46399999015435	0.882286995515695	2.46399999015435	0.95598791389861	2.46399999015435	-2.15675950050354
2.47199999012238	0.961883408071749	2.47199999012238	0.947444102951486	2.47199999012238	0.616885304450989
2.47999999009042	0.878923766816143	2.47999999009042	0.939013340164876	2.47999999009042	-1.73058426380157
2.48799999005845	0.875560538116592	2.48799999005845	0.93064502237314	2.48799999005845	-1.57579135894775
2.49599999002648	0.855381165919282	2.49599999002648	0.922378805934657	2.49599999002648	-1.98061585426331
2.50399998999452	0.934977578475336	2.50399998999452	0.914214759697271	2.50399998999452	0.814712762832642
2.51199998996255	0.922645739910314	2.51199998996255	0.906084035816576	2.51199998996255	0.687960922718048
2.51999998993058	0.885650224215247	2.51999998993058	0.898069389401549	2.51999998993058	-0.219114229083061
2.52799998989862	0.869955156950673	2.52799998989862	0.890144451727782	2.52799998989862	-0.471447080373764
2.53599998986665	0.875560538116592	2.53599998986665	0.882303026489277	2.53599998986665	-0.0422736890614033
2.54399998983468	0.883408071748879	2.54399998983468	0.874535268444286	2.54399998983468	0.452593147754669
2.55199998980272	0.868834080717489	2.55199998980272	0.866832020829502	2.55199998980272	0.234708085656166
2.55999998977075	0.871076233183857	2.55999998977075	0.859231494198571	2.55999998977075	0.547881186008453
2.56799998973879	0.818385650224215	2.56799998973879	0.851678747971656	2.56799998973879	-0.926486551761627
2.57599998970682	0.841928251121076	2.57599998970682	0.84422114946571	2.57599998970682	0.0941105261445046
2.58399998967485	0.800448430493273	2.58399998967485	0.83689057523269	2.58399998967485	-1.04496359825134
2.59199998964289	0.876681614349776	2.59199998964289	0.82955435547643	2.59199998964289	1.66575038433075
2.59999998961092	0.840807174887892	2.59999998961092	0.822299169633033	2.59999998961092	0.767299652099609
2.60799998957895	0.733183856502242	2.60799998957895	0.815193245916307	2.60799998957895	-2.68587708473206
2.61599998954699	0.840807174887892	2.61599998954699	0.808066323607038	2.61599998954699	1.22803425788879
2.62399998951502	0.804932735426009	2.62399998951502	0.8010971317093	2.62399998951502	0.291446030139923
2.63199998948305	0.829596412556054	2.63199998948305	0.794095650172536	2.63199998948305	1.32398986816406
2.63999998945109	0.739910313901345	2.63999998945109	0.78728418868633	2.63999998945109	-1.47700977325439
2.64799998941912	0.781390134529148	2.64799998941912	0.780495309293089	2.64799998941912	0.192169681191444
2.65599998938716	0.727578475336323	2.65599998938716	0.773777962810185	2.65599998938716	-1.45125818252563
2.66399998935519	0.75	2.66399998935519	0.76704843025882	2.66399998935519	-0.425501674413681
2.67199998932322	0.741031390134529	2.67199998932322	0.760478624706476	2.67199998932322	-0.512694537639618
2.67999998929126	0.818385650224215	2.67999998929126	0.754002796461744	2.67999998929126	2.27842426300049
2.68799998925929	0.718609865470852	2.68799998925929	0.747512372473998	2.68799998925929	-0.856563746929169
2.69599998922732	0.736547085201794	2.69599998922732	0.741110349118469	2.69599998922732	-0.000426236278144643
2.70399998919536	0.758968609865471	2.70399998919536	0.734805952006305	2.70399998919536	0.983044862747192
2.71199998916339	0.780269058295964	2.71199998916339	0.728560419801108	2.71199998916339	1.89959919452667
2.71999998913142	0.678251121076233	2.71999998913142	0.722336850058276	2.71999998913142	-1.43790543079376
2.72799998909946	0.701793721973094	2.72799998909946	0.716236724500462	2.72799998909946	-0.358109623193741
2.73599998906749	0.745515695067265	2.73599998906749	0.710157735230881	2.73599998906749	1.37388777732849
2.74399998903553	0.725336322869955	2.74399998903553	0.704146561088038	2.74399998903553	0.894721150398254
2.75199998900356	0.714125560538117	2.75199998900356	0.698217453575726	2.75199998900356	0.713763952255249
2.75999998897159	0.756726457399103	2.75999998897159	0.692333992184255	2.75999998897159	2.35675954818726
2.76799998893963	0.697309417040359	2.76799998893963	0.686494937652425	2.76799998893963	0.537566125392914
2.77599998890766	0.660313901345291	2.77599998890766	0.68071364646205	2.77599998890766	-0.596139252185822
2.78399998887569	0.724215246636771	2.78399998887569	0.674998931137216	2.78399998887569	1.87273120880127
2.79199998884373	0.710762331838565	2.79199998884373	0.66936876096531	2.79199998884373	1.61201894283295
2.79999998881176	0.689461883408072	2.79999998881176	0.66377150006303	2.79999998881176	1.07066774368286
2.80799998877979	0.669282511210762	2.80799998877979	0.658237097242692	2.80799998877979	0.550802111625671
2.81599998874783	0.692825112107623	2.81599998874783	0.652751920631103	2.81599998874783	1.58171463012695
2.82399998871586	0.683856502242152	2.82399998871586	0.647321615751506	2.82399998871586	1.46305882930756
2.83199998868389	0.660313901345291	2.83199998868389	0.641960296412002	2.83199998868389	0.81946325302124
2.83999998865193	0.659192825112108	2.83999998865193	0.636646413237292	2.83999998865193	0.97319370508194
2.84799998861996	0.665919282511211	2.84799998861996	0.631399312471656	2.84799998861996	1.40530955791473
